task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,dws_star_rating,job_zone,emp_change_pct__PROJ_2025_2034__,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
"Document patients' health histories, symptoms, physical conditions, or other diagnostic information.",document patients health histories symptoms physical conditions or other diagnostic information,Record patient medical histories.,Maintain health or medical records.,Documenting/Recording Information,Nurse Midwives,nurse midwives,29-1161.00,Nurse Midwives,29-1161,29-1161.00,Nurse Midwives,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,4.927181345333412,0.0007225012918212,2026-02-12,6.151700000000001,4.97,100.0,0.9523809523809524,4,5,11.1,E2,E1,134040.0,134040.0,133430.0,140960.0,134040.0,203840.0,137610.0,130790.0,127510.0,101450.0,127460.0,105510.0,170110.0,134040.0,120840.0,101630.0,131360.0,134040.0,134040.0,119280.0,133270.0,140120.0,159800.0,125140.0,134810.0,134040.0,130220.0,134040.0,138880.0,134040.0,142960.0,153970.0,123350.0,144510.0,126040.0,72630.0,127730.0,134040.0,146900.0,119990.0,135180.0,122390.0,134040.0,116980.0,123380.0,130930.0,151030.0,135710.0,158970.0,134040.0,133070.0,134040.0,134040.0,134040.0,134040.0,7920.000000000001,107.0,60.0,80.0,66.0,870.0,180.0,150.0,25.0,70.0,460.0,300.0,32.0,43.0,280.0,170.0,80.0,73.0,101.0,60.0,50.0,240.0,280.0,430.0,410.00000000000006,58.99999999999999,80.0,26.0,52.0,79.0,60.0,120.0,50.0,360.0,240.0,22.0,180.0,86.0,240.0,320.0,80.0,100.0,23.000000000000004,330.0,290.0,140.0,60.0,208.0,170.0,35.0,200.0,14.0,3.0,47.0,2.0
Develop and implement individualized plans for health care management.,develop and implement individualized plans for health care management,Develop medical treatment plans.,Develop patient or client care or treatment plans.,Thinking Creatively,Nurse Midwives,nurse midwives,29-1161.00,Nurse Midwives,29-1161,29-1161.00,Nurse Midwives,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,5.0,0.0044759690724958,2026-02-12,5.4548,4.91,100.0,0.9523809523809524,4,5,11.1,E2,E2,134040.0,134040.0,133430.0,140960.0,134040.0,203840.0,137610.0,130790.0,127510.0,101450.0,127460.0,105510.0,170110.0,134040.0,120840.0,101630.0,131360.0,134040.0,134040.0,119280.0,133270.0,140120.0,159800.0,125140.0,134810.0,134040.0,130220.0,134040.0,138880.0,134040.0,142960.0,153970.0,123350.0,144510.0,126040.0,72630.0,127730.0,134040.0,146900.0,119990.0,135180.0,122390.0,134040.0,116980.0,123380.0,130930.0,151030.0,135710.0,158970.0,134040.0,133070.0,134040.0,134040.0,134040.0,134040.0,7920.000000000001,107.0,60.0,80.0,66.0,870.0,180.0,150.0,25.0,70.0,460.0,300.0,32.0,43.0,280.0,170.0,80.0,73.0,101.0,60.0,50.0,240.0,280.0,430.0,410.00000000000006,58.99999999999999,80.0,26.0,52.0,79.0,60.0,120.0,50.0,360.0,240.0,22.0,180.0,86.0,240.0,320.0,80.0,100.0,23.000000000000004,330.0,290.0,140.0,60.0,208.0,170.0,35.0,200.0,14.0,3.0,47.0,2.0
Write information in medical records or provide narrative summaries to communicate patient information to other health care providers.,write information in medical records or provide narrative summaries to communicate patient information to other health care providers,Prepare reports summarizing patient diagnostic or care activities.,Prepare health or medical documents.,Documenting/Recording Information,Nurse Midwives,nurse midwives,29-1161.00,Nurse Midwives,29-1161,29-1161.00,Nurse Midwives,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,5.0,0.0042053653660673,2026-02-12,5.184896923076924,4.7,100.0,0.9523809523809524,4,5,11.1,E2,E1,134040.0,134040.0,133430.0,140960.0,134040.0,203840.0,137610.0,130790.0,127510.0,101450.0,127460.0,105510.0,170110.0,134040.0,120840.0,101630.0,131360.0,134040.0,134040.0,119280.0,133270.0,140120.0,159800.0,125140.0,134810.0,134040.0,130220.0,134040.0,138880.0,134040.0,142960.0,153970.0,123350.0,144510.0,126040.0,72630.0,127730.0,134040.0,146900.0,119990.0,135180.0,122390.0,134040.0,116980.0,123380.0,130930.0,151030.0,135710.0,158970.0,134040.0,133070.0,134040.0,134040.0,134040.0,134040.0,7920.000000000001,107.0,60.0,80.0,66.0,870.0,180.0,150.0,25.0,70.0,460.0,300.0,32.0,43.0,280.0,170.0,80.0,73.0,101.0,60.0,50.0,240.0,280.0,430.0,410.00000000000006,58.99999999999999,80.0,26.0,52.0,79.0,60.0,120.0,50.0,360.0,240.0,22.0,180.0,86.0,240.0,320.0,80.0,100.0,23.000000000000004,330.0,290.0,140.0,60.0,208.0,170.0,35.0,200.0,14.0,3.0,47.0,2.0
Write information in medical records or provide narrative summaries to communicate patient information to other health care providers.,write information in medical records or provide narrative summaries to communicate patient information to other health care providers,Inform medical professionals regarding patient conditions and care.,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates",Nurse Midwives,nurse midwives,29-1161.00,Nurse Midwives,29-1161,29-1161.00,Nurse Midwives,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,5.0,0.0042053653660673,2026-02-12,5.184896923076924,4.7,100.0,0.9523809523809524,4,5,11.1,E2,E1,134040.0,134040.0,133430.0,140960.0,134040.0,203840.0,137610.0,130790.0,127510.0,101450.0,127460.0,105510.0,170110.0,134040.0,120840.0,101630.0,131360.0,134040.0,134040.0,119280.0,133270.0,140120.0,159800.0,125140.0,134810.0,134040.0,130220.0,134040.0,138880.0,134040.0,142960.0,153970.0,123350.0,144510.0,126040.0,72630.0,127730.0,134040.0,146900.0,119990.0,135180.0,122390.0,134040.0,116980.0,123380.0,130930.0,151030.0,135710.0,158970.0,134040.0,133070.0,134040.0,134040.0,134040.0,134040.0,7920.000000000001,107.0,60.0,80.0,66.0,870.0,180.0,150.0,25.0,70.0,460.0,300.0,32.0,43.0,280.0,170.0,80.0,73.0,101.0,60.0,50.0,240.0,280.0,430.0,410.00000000000006,58.99999999999999,80.0,26.0,52.0,79.0,60.0,120.0,50.0,360.0,240.0,22.0,180.0,86.0,240.0,320.0,80.0,100.0,23.000000000000004,330.0,290.0,140.0,60.0,208.0,170.0,35.0,200.0,14.0,3.0,47.0,2.0
"Develop treatment plans, based on scientific rationale, standards of care, and professional practice guidelines.",develop treatment plans based on scientific rationale standards of care and professional practice guidelines,Develop medical treatment plans.,Develop patient or client care or treatment plans.,Thinking Creatively,Nurse Practitioners,nurse practitioners,29-1171.00,Nurse Practitioners,29-1171,29-1171.00,Nurse Practitioners,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,5.0,0.003640584534977,2026-02-12,5.260400000000001,4.87,100.0,1.0,5,5,40.1,E2,E2,132300.0,105750.0,155170.0,134420.0,125660.0,168520.0,132930.0,138470.0,131040.0,135880.0,129510.0,129430.0,135570.0,132540.0,130680.0,128830.0,130160.0,126650.0,122870.0,125600.0,130260.0,131110.0,142440.0,131450.0,133260.0,124730.0,129930.0,137210.0,132130.0,140670.0,137550.0,159310.0,137520.0,153510.0,128990.0,130070.0,124870.0,133390.0,155680.0,130140.0,135970.0,123290.0,128840.0,117590.0,131670.0,130920.0,134740.0,127810.0,156100.0,127320.0,131980.0,132200.0,118670.0,132300.0,132300.0,323040.0,5640.0,710.0,7220.0,3970.0,25120.0,4270.0,3750.0,1430.0,680.0,21790.0,10460.0,550.0,1749.9999999999998,9270.0,7450.0,3240.0,3780.0,4770.0,5380.0,1650.0,6710.0,8070.000000000001,8290.0,7780.0,4690.0,7710.0,1260.0,2340.0,1930.0,1770.0,9950.0,1770.0,22890.0,9800.0,1290.0,15399.999999999998,3620.0,2820.0,10670.0,1180.0,5670.0,1020.0,12150.0,25970.0,2740.0,700.0,7109.999999999999,6700.0,2550.0,5160.0,440.00000000000006,90.0,1937.0,66.0
"Provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability.",provide patients with information needed to promote health reduce risk factors or prevent disease or disability,Communicate detailed medical information to patients or family members.,Explain medical information to patients or family members.,Interpreting the Meaning of Information for Others,Nurse Practitioners,nurse practitioners,29-1171.00,Nurse Practitioners,29-1171,29-1171.00,Nurse Practitioners,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,5.0,0.0014789213293204,2026-02-12,5.1737,4.83,100.0,1.0,5,5,40.1,E2,E2,132300.0,105750.0,155170.0,134420.0,125660.0,168520.0,132930.0,138470.0,131040.0,135880.0,129510.0,129430.0,135570.0,132540.0,130680.0,128830.0,130160.0,126650.0,122870.0,125600.0,130260.0,131110.0,142440.0,131450.0,133260.0,124730.0,129930.0,137210.0,132130.0,140670.0,137550.0,159310.0,137520.0,153510.0,128990.0,130070.0,124870.0,133390.0,155680.0,130140.0,135970.0,123290.0,128840.0,117590.0,131670.0,130920.0,134740.0,127810.0,156100.0,127320.0,131980.0,132200.0,118670.0,132300.0,132300.0,323040.0,5640.0,710.0,7220.0,3970.0,25120.0,4270.0,3750.0,1430.0,680.0,21790.0,10460.0,550.0,1749.9999999999998,9270.0,7450.0,3240.0,3780.0,4770.0,5380.0,1650.0,6710.0,8070.000000000001,8290.0,7780.0,4690.0,7710.0,1260.0,2340.0,1930.0,1770.0,9950.0,1770.0,22890.0,9800.0,1290.0,15399.999999999998,3620.0,2820.0,10670.0,1180.0,5670.0,1020.0,12150.0,25970.0,2740.0,700.0,7109.999999999999,6700.0,2550.0,5160.0,440.00000000000006,90.0,1937.0,66.0
"Analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",analyze and interpret patients histories symptoms physical findings or diagnostic information to develop appropriate diagnoses,Analyze test data or images to inform diagnosis or treatment.,Analyze health or medical data.,Analyzing Data or Information,Nurse Practitioners,nurse practitioners,29-1171.00,Nurse Practitioners,29-1171,29-1171.00,Nurse Practitioners,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,5.0,0.0282541939198699,2026-02-12,5.652,4.82,100.0,1.0,5,5,40.1,E2,E2,132300.0,105750.0,155170.0,134420.0,125660.0,168520.0,132930.0,138470.0,131040.0,135880.0,129510.0,129430.0,135570.0,132540.0,130680.0,128830.0,130160.0,126650.0,122870.0,125600.0,130260.0,131110.0,142440.0,131450.0,133260.0,124730.0,129930.0,137210.0,132130.0,140670.0,137550.0,159310.0,137520.0,153510.0,128990.0,130070.0,124870.0,133390.0,155680.0,130140.0,135970.0,123290.0,128840.0,117590.0,131670.0,130920.0,134740.0,127810.0,156100.0,127320.0,131980.0,132200.0,118670.0,132300.0,132300.0,323040.0,5640.0,710.0,7220.0,3970.0,25120.0,4270.0,3750.0,1430.0,680.0,21790.0,10460.0,550.0,1749.9999999999998,9270.0,7450.0,3240.0,3780.0,4770.0,5380.0,1650.0,6710.0,8070.000000000001,8290.0,7780.0,4690.0,7710.0,1260.0,2340.0,1930.0,1770.0,9950.0,1770.0,22890.0,9800.0,1290.0,15399.999999999998,3620.0,2820.0,10670.0,1180.0,5670.0,1020.0,12150.0,25970.0,2740.0,700.0,7109.999999999999,6700.0,2550.0,5160.0,440.00000000000006,90.0,1937.0,66.0
"Counsel patients about drug regimens and possible side effects or interactions with other substances, such as food supplements, over-the-counter (OTC) medications, or herbal remedies.",counsel patients about drug regimens and possible side effects or interactions with other substances such as food supplements overthecounter otc medications or herbal remedies,Advise patients on effects of health conditions or treatments.,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others,Nurse Practitioners,nurse practitioners,29-1171.00,Nurse Practitioners,29-1171,29-1171.00,Nurse Practitioners,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,4.757388217644092,0.0033529397011128,2026-02-12,3.99106,4.61,100.0,1.0,5,5,40.1,E1,E2,132300.0,105750.0,155170.0,134420.0,125660.0,168520.0,132930.0,138470.0,131040.0,135880.0,129510.0,129430.0,135570.0,132540.0,130680.0,128830.0,130160.0,126650.0,122870.0,125600.0,130260.0,131110.0,142440.0,131450.0,133260.0,124730.0,129930.0,137210.0,132130.0,140670.0,137550.0,159310.0,137520.0,153510.0,128990.0,130070.0,124870.0,133390.0,155680.0,130140.0,135970.0,123290.0,128840.0,117590.0,131670.0,130920.0,134740.0,127810.0,156100.0,127320.0,131980.0,132200.0,118670.0,132300.0,132300.0,323040.0,5640.0,710.0,7220.0,3970.0,25120.0,4270.0,3750.0,1430.0,680.0,21790.0,10460.0,550.0,1749.9999999999998,9270.0,7450.0,3240.0,3780.0,4770.0,5380.0,1650.0,6710.0,8070.000000000001,8290.0,7780.0,4690.0,7710.0,1260.0,2340.0,1930.0,1770.0,9950.0,1770.0,22890.0,9800.0,1290.0,15399.999999999998,3620.0,2820.0,10670.0,1180.0,5670.0,1020.0,12150.0,25970.0,2740.0,700.0,7109.999999999999,6700.0,2550.0,5160.0,440.00000000000006,90.0,1937.0,66.0
"Educate patients about self-management of acute or chronic illnesses, tailoring instructions to patients' individual circumstances.",educate patients about selfmanagement of acute or chronic illnesses tailoring instructions to patients individual circumstances,"Train patients, family members, or caregivers in techniques for managing disabilities or illnesses.",Train others on health or medical topics.,Training and Teaching Others,Nurse Practitioners,nurse practitioners,29-1171.00,Nurse Practitioners,29-1171,29-1171.00,Nurse Practitioners,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,5.0,0.002949635555014,2026-02-12,3.4455600000000004,4.59,95.65,1.0,5,5,40.1,E0,E2,132300.0,105750.0,155170.0,134420.0,125660.0,168520.0,132930.0,138470.0,131040.0,135880.0,129510.0,129430.0,135570.0,132540.0,130680.0,128830.0,130160.0,126650.0,122870.0,125600.0,130260.0,131110.0,142440.0,131450.0,133260.0,124730.0,129930.0,137210.0,132130.0,140670.0,137550.0,159310.0,137520.0,153510.0,128990.0,130070.0,124870.0,133390.0,155680.0,130140.0,135970.0,123290.0,128840.0,117590.0,131670.0,130920.0,134740.0,127810.0,156100.0,127320.0,131980.0,132200.0,118670.0,132300.0,132300.0,323040.0,5640.0,710.0,7220.0,3970.0,25120.0,4270.0,3750.0,1430.0,680.0,21790.0,10460.0,550.0,1749.9999999999998,9270.0,7450.0,3240.0,3780.0,4770.0,5380.0,1650.0,6710.0,8070.000000000001,8290.0,7780.0,4690.0,7710.0,1260.0,2340.0,1930.0,1770.0,9950.0,1770.0,22890.0,9800.0,1290.0,15399.999999999998,3620.0,2820.0,10670.0,1180.0,5670.0,1020.0,12150.0,25970.0,2740.0,700.0,7109.999999999999,6700.0,2550.0,5160.0,440.00000000000006,90.0,1937.0,66.0
Provide patients or caregivers with assistance in locating health care resources.,provide patients or caregivers with assistance in locating health care resources,Advise patients on healthcare system processes.,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others,Nurse Practitioners,nurse practitioners,29-1171.00,Nurse Practitioners,29-1171,29-1171.00,Nurse Practitioners,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,4.191011235955056,0.010428553809747,2026-02-12,1.827310769230769,3.91,95.65,1.0,5,5,40.1,E1,E2,132300.0,105750.0,155170.0,134420.0,125660.0,168520.0,132930.0,138470.0,131040.0,135880.0,129510.0,129430.0,135570.0,132540.0,130680.0,128830.0,130160.0,126650.0,122870.0,125600.0,130260.0,131110.0,142440.0,131450.0,133260.0,124730.0,129930.0,137210.0,132130.0,140670.0,137550.0,159310.0,137520.0,153510.0,128990.0,130070.0,124870.0,133390.0,155680.0,130140.0,135970.0,123290.0,128840.0,117590.0,131670.0,130920.0,134740.0,127810.0,156100.0,127320.0,131980.0,132200.0,118670.0,132300.0,132300.0,323040.0,5640.0,710.0,7220.0,3970.0,25120.0,4270.0,3750.0,1430.0,680.0,21790.0,10460.0,550.0,1749.9999999999998,9270.0,7450.0,3240.0,3780.0,4770.0,5380.0,1650.0,6710.0,8070.000000000001,8290.0,7780.0,4690.0,7710.0,1260.0,2340.0,1930.0,1770.0,9950.0,1770.0,22890.0,9800.0,1290.0,15399.999999999998,3620.0,2820.0,10670.0,1180.0,5670.0,1020.0,12150.0,25970.0,2740.0,700.0,7109.999999999999,6700.0,2550.0,5160.0,440.00000000000006,90.0,1937.0,66.0
"Keep abreast of regulatory processes and payer systems, such as Medicare, Medicaid, managed care, and private sources.",keep abreast of regulatory processes and payer systems such as medicare medicaid managed care and private sources,Maintain medical or professional knowledge.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,Nurse Practitioners,nurse practitioners,29-1171.00,Nurse Practitioners,29-1171,29-1171.00,Nurse Practitioners,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,5.0,0.0008853983604856,2026-02-12,0.5934092307692307,3.83,100.0,1.0,5,5,40.1,E2,E2,132300.0,105750.0,155170.0,134420.0,125660.0,168520.0,132930.0,138470.0,131040.0,135880.0,129510.0,129430.0,135570.0,132540.0,130680.0,128830.0,130160.0,126650.0,122870.0,125600.0,130260.0,131110.0,142440.0,131450.0,133260.0,124730.0,129930.0,137210.0,132130.0,140670.0,137550.0,159310.0,137520.0,153510.0,128990.0,130070.0,124870.0,133390.0,155680.0,130140.0,135970.0,123290.0,128840.0,117590.0,131670.0,130920.0,134740.0,127810.0,156100.0,127320.0,131980.0,132200.0,118670.0,132300.0,132300.0,323040.0,5640.0,710.0,7220.0,3970.0,25120.0,4270.0,3750.0,1430.0,680.0,21790.0,10460.0,550.0,1749.9999999999998,9270.0,7450.0,3240.0,3780.0,4770.0,5380.0,1650.0,6710.0,8070.000000000001,8290.0,7780.0,4690.0,7710.0,1260.0,2340.0,1930.0,1770.0,9950.0,1770.0,22890.0,9800.0,1290.0,15399.999999999998,3620.0,2820.0,10670.0,1180.0,5670.0,1020.0,12150.0,25970.0,2740.0,700.0,7109.999999999999,6700.0,2550.0,5160.0,440.00000000000006,90.0,1937.0,66.0
"Conduct medical research to aid in controlling and curing disease, to investigate new medications, and to develop and test new medical techniques.",conduct medical research to aid in controlling and curing disease to investigate new medications and to develop and test new medical techniques,Conduct research to increase knowledge about medical issues.,Research healthcare issues.,Getting Information,Anesthesiologists,anesthesiologists,29-1061.00,Anesthesiologists,29-1211,29-1211.00,Physicians,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,True,5.0,0.0012041688197021,2026-02-12,0.2018530769230769,3.47,57.66,1.0,0,5,3.2,E2,E2,391490.0,392350.0,391490.0,391490.0,391490.0,391490.0,391490.0,481820.0,391490.0,202570.0,465370.0,230000.0,391490.0,449990.0,391490.0,394060.0,391490.0,437030.0,347960.0,410500.0,391490.0,418010.0,391490.0,391490.0,496510.0,391490.0,391490.0,391490.0,334210.0,391490.0,481640.0,391490.0,393970.0,445660.0,391490.0,391490.0,490530.0,391490.0,391490.0,461390.0,391490.0,238970.0,391490.0,330620.0,215230.0,391490.0,434780.0,488310.0,499990.0,391490.0,443990.0,391490.0,391490.0,391490.0,391490.0,38760.0,523.0,120.0,802.0,323.0,4510.0,712.0,420.0,120.0,100.0,2530.0,1040.0,155.0,212.0,1570.0,1460.0,450.0,600.0,1090.0,190.0,200.0,684.0,1100.0,1270.0,870.0,288.0,727.0,127.0,260.0,50.0,330.0,1061.0,50.0,7230.0,980.0,60.0,780.0,423.0,390.0,410.0,80.0,950.0,210.0,840.0,2800.0,430.0,90.0,1018.0,1540.0,174.0,790.0,70.0,16.0,232.0,8.0
Explain procedures and discuss test results or prescribed treatments with patients.,explain procedures and discuss test results or prescribed treatments with patients,Explain medical procedures or test results to patients or family members.,Explain medical information to patients or family members.,Interpreting the Meaning of Information for Others,Family and General Practitioners,family and general practitioners,29-1062.00,Family Medicine Physicians,29-1215,29-1215.00,Physicians,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,3.535211267605634,0.0027523707624356,2026-02-12,6.956949230769231,4.96,99.09,1.25,5,5,2.7,E1,E2,244180.0,134550.0,323490.0,292760.0,215820.0,252010.0,265560.0,163930.0,228000.0,233390.0,227700.0,259320.0,218210.0,347160.0,245120.0,261940.0,265200.0,229390.0,248730.0,255330.0,239870.0,285730.0,277490.0,214070.0,280030.0,235630.0,171180.0,330760.0,228590.0,251550.0,268650.0,292170.0,228040.0,210920.0,215230.0,280100.0,223700.0,361350.0,293240.0,306030.0,467160.0,239200.0,239970.0,226830.0,235710.0,297510.0,239340.0,222630.0,292900.0,272680.0,290640.0,264580.0,244180.0,112990.0,244180.0,107510.0,1452.0,760.0,2620.0,290.0,12510.0,2700.0,790.0,640.0,150.0,6820.0,3690.0,260.0,690.0,1960.0,1410.0,1140.0,210.0,1170.0,1090.0,730.0,1050.0,3540.0,3770.0,1820.0,570.0,3740.0,460.0,830.0,340.0,350.0,3050.0,650.0,4000.0,1520.0,260.0,1490.0,2170.0,1490.0,4190.0,210.0,1200.0,550.0,2260.0,6190.0,550.0,240.0,2930.0,1270.0,320.0,1470.0,100.0,46.0,1050.0,22.0
Explain procedures and discuss test results or prescribed treatments with patients.,explain procedures and discuss test results or prescribed treatments with patients,Explain medical procedures or test results to patients or family members.,Explain medical information to patients or family members.,Interpreting the Meaning of Information for Others,"Internists, General",internists general,29-1063.00,General Internal Medicine Physicians,29-1216,29-1216.00,Physicians,Healthcare Diagnosing or Treating Practitioners,Healthcare Practitioners and Technical Occupations,False,3.535211267605634,0.0027523707624356,2026-02-12,5.188700000000001,4.43,100.0,1.0,4,5,3.3,E1,E2,256560.0,311180.0,366080.0,259320.0,233130.0,313890.0,299990.0,208000.0,256560.0,223250.0,222600.0,425460.0,256560.0,355390.0,140680.0,314390.0,122920.0,256560.0,241530.0,210390.0,316880.0,260410.0,285250.0,149990.0,373700.0,325610.0,216570.0,256560.0,221360.0,114090.0,229210.0,89990.0,256560.0,183460.0,289780.0,338400.0,249990.0,216570.0,268570.0,213310.0,379490.0,359500.0,280520.0,232220.0,269110.0,331720.0,228670.0,256560.0,340010.0,72680.0,367160.0,256560.0,324920.0,133120.0,256560.0,67150.0,309.99999999999994,110.0,2570.0,290.0,6370.0,450.00000000000006,980.0,208.0,490.0,2390.0,5440.0,220.0,130.0,1130.0,2380.0,380.0,617.0,1060.0,830.0,270.0,3250.0,1590.0,2060.0,2270.0,390.0,160.0,219.0,900.0000000000001,390.0,450.00000000000006,2920.0,374.00000000000006,10000.0,1700.0,200.0,1540.0,490.0,230.0,990.0,300.0,1260.0,160.0,1370.0,3850.0,210.0,180.0,860.0,1100.0,630.0,1450.0,120.0,40.0,40.0,14.0
