title_current,pct_tasks_affected_confirmed,workers_affected_confirmed,wages_affected_confirmed,pct_tasks_affected_ceiling,workers_affected_ceiling,wages_affected_ceiling,adoption_gap,ska_overall_gap,emp_nat,median_wage,major,job_zone,risk_score,risk_tier,quadrant,opportunity_score
"Career/Technical Education Teachers, Middle School",58.59,8320.02,529319499.74,63.27,8984.42,571588678.94,4.68,-0.85,14200.00,63620.00,Educational Instruction and Library Occupations,4.00,9,high,Q2: Already adopted,38928.35
Anesthesiologist Assistants,10.49,3637.61,484748562.28,21.01,7289.09,971344420.69,10.53,-0.96,34693.00,133260.00,Healthcare Practitioners and Technical Occupations,5.00,3,low,Q1: Automation opportunity,38286.31
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",20.58,3002.88,142486600.29,33.29,4856.35,230433693.38,12.70,-1.79,14590.00,47450.00,Production Occupations,2.00,1,low,Q3: Tool gap,38147.65
Emergency Management Directors,26.92,3383.22,291396661.21,37.78,4749.48,409072828.65,10.87,-4.12,12570.00,86130.00,Management Occupations,4.00,2,low,Q3: Tool gap,36772.99
Athletic Trainers,31.80,9205.75,554646153.62,35.78,10358.92,624124858.95,3.98,-1.72,28950.00,60250.00,Healthcare Practitioners and Technical Occupations,5.00,5,moderate,Q4: Low priority,36669.51
Talent Directors,50.97,29227.97,2439951316.63,52.22,29943.54,2499687056.63,1.25,-0.40,57339.00,83480.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,9,high,Q2: Already adopted,36475.43
Print Binding and Finishing Workers,8.02,2923.41,116410366.18,20.41,7445.08,296462925.65,12.40,0.79,36470.00,39820.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,36245.38
Mechanical Door Repairers,11.38,3183.52,162518883.17,22.66,6339.04,323608002.09,11.28,-1.13,27970.00,51050.00,"Installation, Maintenance, and Repair Occupations",2.00,2,low,Q3: Tool gap,35915.84
Hydroelectric Production Managers,10.08,3193.57,387827726.79,21.25,6732.14,817550748.92,11.17,-2.05,31675.00,121440.00,Management Occupations,3.00,1,low,Q3: Tool gap,35676.92
Power Plant Operators,15.78,3393.88,338268378.56,26.17,5629.13,561055029.70,10.39,-0.99,21510.00,99670.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,35268.03
"Umpires, Referees, and Other Sports Officials",13.30,2005.53,77854580.24,30.69,4628.64,179683679.16,17.39,1.98,15080.00,38820.00,"Arts, Design, Entertainment, Sports, and Media Occupations",2.00,5,moderate,Q1: Automation opportunity,34885.40
Bailiffs,43.53,7360.36,419908779.57,48.23,8154.92,465238277.83,4.70,0.34,16910.00,57050.00,Protective Service Occupations,3.00,7,moderate,Q2: Already adopted,34584.46
"Economics Teachers, Postsecondary",81.89,10171.27,1220349287.96,85.29,10592.48,1270885817.67,3.39,-3.49,12420.00,119980.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,34494.53
Massage Therapists,20.80,19975.47,1157578282.70,22.52,21628.08,1253347319.14,1.72,1.16,96040.00,57950.00,Healthcare Support Occupations,3.00,5,moderate,Q2: Already adopted,34372.92
Animal Control Workers,47.12,5555.77,254620804.05,53.28,6281.62,287886732.70,6.16,0.42,11790.00,45830.00,Protective Service Occupations,2.00,8,high,Q2: Already adopted,34204.25
Chiropractors,36.39,13694.86,1081893856.02,38.87,14626.50,1155493240.57,2.48,-1.94,37630.00,79000.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,33905.52
Weatherization Installers and Technicians,22.02,3692.30,177673333.56,31.10,5213.87,250891643.74,9.08,-0.09,16765.00,48120.00,Construction and Extraction Occupations,2.00,6,moderate,Q1: Automation opportunity,33510.98
Park Naturalists,52.82,9296.62,631705316.01,56.39,9924.54,674372205.39,3.57,-0.54,17599.00,67950.00,"Life, Physical, and Social Science Occupations",4.00,7,moderate,Q2: Already adopted,33169.48
"Agricultural Sciences Teachers, Postsecondary",75.45,6564.47,566841781.90,80.47,7001.16,604549945.37,5.02,-2.75,8700.00,86350.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,32949.84
"Directors, Religious Activities and Education",60.18,12914.62,708237783.95,62.70,13455.68,737909694.01,2.52,-1.12,21460.00,54840.00,Community and Social Service Occupations,4.00,6,moderate,Q4: Low priority,32561.17
"Graders and Sorters, Agricultural Products",10.06,2701.89,95728014.83,21.78,5851.72,207326604.93,11.72,2.11,26870.00,35430.00,"Farming, Fishing, and Forestry Occupations",1.00,3,low,Q1: Automation opportunity,31672.90
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",19.09,2844.07,127926377.28,30.21,4501.41,202473438.40,11.12,0.44,14900.00,44980.00,Production Occupations,2.00,6,moderate,Q1: Automation opportunity,31634.83
Music Therapists,30.91,3149.57,204753590.75,40.95,4172.65,271264066.60,10.04,-4.01,10189.00,65010.00,Healthcare Practitioners and Technical Occupations,4.00,4,moderate,Q3: Tool gap,31624.94
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",7.87,2324.66,137921987.11,21.46,6338.33,376053329.01,13.59,-0.11,29530.00,59330.00,"Farming, Fishing, and Forestry Occupations",3.00,5,moderate,Q1: Automation opportunity,31596.42
Forest and Conservation Technicians,22.14,6880.15,373661045.10,26.68,8291.85,450330618.43,4.54,0.46,31080.00,54310.00,"Life, Physical, and Social Science Occupations",3.00,5,moderate,Q2: Already adopted,31250.74
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",19.76,2729.34,131854566.21,30.95,4273.69,206461972.84,11.18,-0.73,13810.00,48310.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,30521.75
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",40.73,1869.61,64557712.78,56.92,2612.61,90213260.06,16.19,1.15,4590.00,34530.00,Sales and Related Occupations,1.00,8,high,Q1: Automation opportunity,30263.81
Interpreters and Translators,87.05,46448.45,2760896070.37,87.70,46794.32,2781454503.95,0.65,-0.66,53360.00,59440.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,10,high,Q2: Already adopted,30106.94
Physical Therapist Aides,10.07,4430.22,152931110.03,16.86,7419.58,256123815.64,6.79,1.92,44010.00,34520.00,Healthcare Support Occupations,2.00,6,moderate,Q2: Already adopted,30092.06
Gambling and Sports Book Writers and Runners,41.19,3130.16,95344704.04,50.78,3859.26,117553210.65,9.59,1.51,7600.00,30460.00,Personal Care and Service Occupations,2.00,8,high,Q1: Automation opportunity,30029.12
"Tank Car, Truck, and Ship Loaders",14.53,1587.14,92165439.29,33.08,3612.18,209759246.69,18.54,0.01,10920.00,58070.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,29432.44
Electrical Power-Line Installers and Repairers,20.80,25727.81,2381366376.33,21.94,27135.29,2511642041.77,1.14,-1.21,123680.00,92560.00,"Installation, Maintenance, and Repair Occupations",2.00,1,low,Q4: Low priority,29278.13
Water Resource Specialists,33.28,5382.92,867618284.94,38.65,6250.96,1007529219.41,5.37,-2.60,16173.00,161180.00,Management Occupations,4.00,5,moderate,Q4: Low priority,28891.33
"Physicians, Pathologists",22.36,2638.68,657305418.20,33.25,3923.78,977427258.51,10.89,-3.56,11800.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,4,moderate,Q3: Tool gap,28736.94
Climate Change Policy Analysts,43.62,9394.47,752121123.18,46.66,10051.05,804687066.42,3.05,-1.43,21539.00,80060.00,"Life, Physical, and Social Science Occupations",5.00,5,moderate,Q4: Low priority,28637.53
Desktop Publishers,69.89,2795.73,149907109.57,80.07,3202.77,171732347.97,10.18,-0.47,4000.00,53620.00,Office and Administrative Support Occupations,3.00,11,high,Q1: Automation opportunity,28449.04
Robotics Technicians,40.31,2959.04,209381635.58,49.93,3664.72,259315318.81,9.61,-2.90,7340.00,70760.00,Architecture and Engineering Occupations,3.00,7,moderate,Q3: Tool gap,28448.57
Proofreaders and Copy Markers,54.18,2795.73,137577808.08,64.10,3307.41,162757715.61,9.92,0.98,5160.00,49210.00,Office and Administrative Support Occupations,4.00,10,high,Q1: Automation opportunity,27723.37
Obstetricians and Gynecologists,44.00,8756.67,2258520959.10,47.07,9367.49,2416064219.99,3.07,-4.00,19900.00,257920.00,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,26878.24
Exercise Physiologists,50.46,4092.43,238015707.50,56.92,4616.06,268470284.57,6.46,-1.51,8110.00,58160.00,Healthcare Practitioners and Technical Occupations,4.00,7,moderate,Q4: Low priority,26423.39
Radiologists,46.77,12296.99,3063224137.88,48.92,12861.24,3203782128.08,2.15,-4.22,26290.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,8,high,Q4: Low priority,26392.69
Locomotive Engineers,18.80,6015.40,465592273.93,23.14,7401.41,572869137.56,4.33,-1.44,31990.00,77400.00,Transportation and Material Moving Occupations,2.00,2,low,Q4: Low priority,26062.48
Chief Sustainability Officers,32.17,12669.32,2615200545.98,34.20,13468.72,2780212236.06,2.03,-2.21,39381.00,206420.00,Management Occupations,5.00,4,moderate,Q4: Low priority,25717.54
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",11.82,1641.61,68061152.49,27.28,3789.36,157106795.01,15.46,-1.44,13890.00,41460.00,Production Occupations,2.00,2,low,Q3: Tool gap,25383.48
Anthropologists and Archeologists,33.15,2675.46,173663832.97,42.60,3437.77,223145436.96,9.45,-3.07,8070.00,64910.00,"Life, Physical, and Social Science Occupations",5.00,6,moderate,Q3: Tool gap,25272.98
"Anthropology and Archeology Teachers, Postsecondary",70.86,3727.12,356946726.61,77.58,4080.88,390825627.91,6.73,-4.25,5260.00,95770.00,Educational Instruction and Library Occupations,5.00,8,high,Q4: Low priority,25066.17
Nuclear Engineers,16.68,2458.24,313475286.04,26.83,3954.97,504338034.37,10.15,-4.39,14740.00,127520.00,Architecture and Engineering Occupations,4.00,1,low,Q3: Tool gap,24961.48
Naturopathic Physicians,47.39,9943.08,1130826082.83,49.89,10469.08,1190648711.73,2.51,-3.75,20983.00,113730.00,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,24925.49
Parking Enforcement Workers,18.67,1450.84,68407079.89,35.77,2779.45,131051239.92,17.10,2.29,7770.00,47150.00,Protective Service Occupations,2.00,6,moderate,Q1: Automation opportunity,24808.31
Elevator and Escalator Installers and Repairers,8.02,1870.96,199406933.97,21.05,4914.11,523745605.97,13.04,-1.70,23340.00,106580.00,Construction and Extraction Occupations,3.00,1,low,Q3: Tool gap,24394.21
"Electric Motor, Power Tool, and Related Repairers",21.61,3580.01,193284638.72,28.31,4690.36,253232611.61,6.70,-1.58,16570.00,53990.00,"Installation, Maintenance, and Repair Occupations",3.00,2,low,Q4: Low priority,23989.58
Telecommunications Line Installers and Repairers,39.03,38388.15,2706364817.76,39.65,39000.42,2749529604.96,0.62,-0.37,98360.00,70500.00,"Installation, Maintenance, and Repair Occupations",2.00,6,moderate,Q2: Already adopted,23895.67
Dermatologists,28.56,2879.21,717221024.00,36.84,3713.05,924932998.45,8.27,-3.00,10080.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q3: Tool gap,23817.38
Neuropsychologists,25.94,9230.95,1085374723.02,28.51,10143.53,1192676736.14,2.56,-4.66,35580.00,117580.00,"Life, Physical, and Social Science Occupations",5.00,3,low,Q4: Low priority,23676.35
"Coil Winders, Tapers, and Finishers",16.19,1970.88,93143560.23,28.10,3420.26,161641555.38,11.91,-0.32,12170.00,47260.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,23472.14
Shampooers,14.82,1317.45,41460051.28,32.54,2893.12,91046540.95,17.72,2.65,8890.00,31470.00,Personal Care and Service Occupations,2.00,8,moderate,Q1: Automation opportunity,23350.60
Microbiologists,55.44,10954.56,956661559.07,57.54,11369.97,992939441.78,2.10,-3.19,19760.00,87330.00,"Life, Physical, and Social Science Occupations",4.00,8,high,Q4: Low priority,23029.60
Marine Engineers and Naval Architects,29.69,2505.53,264759060.95,38.85,3279.29,346522111.83,9.17,-3.52,8440.00,105670.00,Architecture and Engineering Occupations,4.00,1,low,Q3: Tool gap,22970.06
Survey Researchers,60.41,4663.42,295567726.94,65.33,5043.47,319655262.91,4.92,-2.39,7720.00,63380.00,"Life, Physical, and Social Science Occupations",5.00,8,high,Q4: Low priority,22957.66
Landscape Architects,44.00,8615.71,686327277.59,46.66,9135.51,727734660.01,2.65,-2.27,19580.00,79660.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,22872.61
Drywall and Ceiling Tile Installers,15.59,12920.07,751172705.20,17.32,14358.92,834827511.65,1.74,0.12,82900.00,58140.00,Construction and Extraction Occupations,2.00,3,low,Q2: Already adopted,22424.67
Urologists,27.09,5389.30,1342493875.42,31.25,6215.53,1548309897.42,4.15,-3.79,19891.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,4,moderate,Q4: Low priority,22385.92
Radiation Therapists,19.52,3650.57,372321656.37,25.64,4794.91,489033047.05,6.12,-0.64,18700.00,101990.00,Healthcare Practitioners and Technical Occupations,3.00,5,moderate,Q2: Already adopted,22339.57
Medical Dosimetrists,32.41,1286.87,177728950.15,49.52,1966.01,271524951.66,17.11,-1.57,3970.00,138110.00,Healthcare Practitioners and Technical Occupations,4.00,2,low,Q3: Tool gap,22014.14
Subway and Streetcar Operators,16.84,1549.30,131427401.49,30.70,2823.95,239555662.08,13.85,-1.57,9200.00,84830.00,Transportation and Material Moving Occupations,2.00,2,low,Q3: Tool gap,21465.37
Art Therapists,52.25,4770.77,310148057.60,56.74,5181.08,336821790.06,4.49,-3.40,9131.00,65010.00,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,21437.50
Occupational Therapy Assistants,16.83,8062.92,551019623.84,19.47,9329.04,637546455.48,2.64,-0.19,47910.00,68340.00,Healthcare Support Occupations,3.00,7,moderate,Q2: Already adopted,21307.95
"Grinding and Polishing Workers, Hand",14.29,1693.03,70582509.53,26.59,3150.33,131337124.57,12.30,-1.92,11850.00,41690.00,Production Occupations,2.00,2,low,Q3: Tool gap,20820.65
Etchers and Engravers,17.43,1462.27,59148665.05,31.34,2629.23,106352418.45,13.91,0.18,8390.00,40450.00,Production Occupations,2.00,3,low,Q1: Automation opportunity,20338.67
"Service Unit Operators, Oil and Gas",6.07,2679.86,155378256.71,13.51,5962.61,345712332.51,7.44,-0.78,44120.00,57980.00,Construction and Extraction Occupations,2.00,4,moderate,Q1: Automation opportunity,19939.53
Machine Feeders and Offbearers,4.35,2030.17,80597817.93,14.15,6608.83,262370579.68,9.81,-1.00,46690.00,39700.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,19908.90
Aircraft Cargo Handling Supervisors,20.85,2118.79,135475700.38,30.24,3071.88,196415979.70,9.38,-1.20,10160.00,63940.00,Transportation and Material Moving Occupations,2.00,2,low,Q3: Tool gap,19875.90
Coroners,32.08,8739.01,685312981.71,34.35,9358.51,733894171.94,2.27,-2.30,27241.00,78420.00,Business and Financial Operations Occupations,3.00,4,moderate,Q4: Low priority,19873.78
Fire Inspectors and Investigators,21.51,3022.58,235942711.21,27.90,3920.60,306041672.31,6.39,-2.02,14050.00,78060.00,Protective Service Occupations,3.00,4,moderate,Q4: Low priority,19319.00
Structural Iron and Steel Workers,9.69,6272.90,393310609.30,12.69,8211.41,514855105.85,3.00,-2.78,64720.00,62700.00,Construction and Extraction Occupations,2.00,2,low,Q4: Low priority,18788.73
"Fine Artists, Including Painters, Sculptors, and Illustrators",67.94,6793.98,411443547.34,70.70,7069.92,428154580.70,2.76,0.57,10000.00,60560.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,11,high,Q2: Already adopted,18747.43
Aerospace Engineering and Operations Technologists and Technicians,36.82,3336.15,266325011.83,42.44,3845.04,306949532.74,5.62,-1.66,9060.00,79830.00,Architecture and Engineering Occupations,3.00,5,moderate,Q4: Low priority,18738.71
"Mining and Geological Engineers, Including Mining Safety Engineers",25.19,1705.08,172247661.32,36.10,2444.10,246902907.74,10.92,-3.23,6770.00,101020.00,Architecture and Engineering Occupations,4.00,1,low,Q3: Tool gap,18612.74
"Farmworkers, Farm, Ranch, and Aquacultural Animals",26.78,9485.66,342906684.33,28.73,10177.25,367907421.50,1.95,0.88,35420.00,36150.00,"Farming, Fishing, and Forestry Occupations",2.00,4,moderate,Q2: Already adopted,18520.96
"Library Science Teachers, Postsecondary",77.66,3184.25,250377358.70,83.47,3422.17,269085170.05,5.80,-3.64,4100.00,78630.00,Educational Instruction and Library Occupations,5.00,8,high,Q4: Low priority,18478.11
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",6.28,1294.59,48754088.42,20.52,4226.41,159166599.20,14.23,-1.56,20600.00,37660.00,Production Occupations,2.00,1,low,Q3: Tool gap,18424.74
"Geological Technicians, Except Hydrologic Technicians",14.98,1094.15,56906233.51,31.74,2318.19,120567970.67,16.76,0.49,7302.89,52009.56,"Life, Physical, and Social Science Occupations",4.00,4,moderate,Q1: Automation opportunity,18339.07
Advertising Sales Agents,83.62,81500.27,5009006853.49,83.84,81718.38,5022411507.33,0.22,-1.48,97470.00,61460.00,Sales and Related Occupations,4.00,8,high,Q4: Low priority,18236.91
Cooling and Freezing Equipment Operators and Tenders,24.18,1593.34,63988418.29,35.58,2344.62,94159777.38,11.40,0.26,6590.00,40160.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,18164.50
Riggers,29.83,7215.15,447772370.68,32.31,7816.58,485097137.37,2.49,-0.15,24190.00,62060.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q2: Already adopted,17938.87
Sailors and Marine Oilers,8.72,2734.11,135639201.36,15.20,4768.03,236541722.24,6.49,-1.41,31360.00,49610.00,Transportation and Material Moving Occupations,2.00,2,low,Q4: Low priority,17732.61
"Locker Room, Coatroom, and Dressing Room Attendants",31.45,4704.45,163714860.24,35.20,5265.91,183253759.61,3.75,3.14,14960.00,34800.00,Personal Care and Service Occupations,2.00,5,moderate,Q2: Already adopted,17656.24
"Geography Teachers, Postsecondary",73.45,2416.51,209583613.68,80.73,2655.89,230345475.27,7.28,-2.57,3290.00,86730.00,Educational Instruction and Library Occupations,5.00,8,high,Q4: Low priority,17582.84
